Column1,ProceedingsTitle,Proceedings,Vol_Number,Year,persistent_url
4033,"Proceedings of the ISWC 2005 Workshop on The Semantic Desktop - Next Generation Information Management &amp; Collaboration Infrastructure. Galway, Ireland, November 6, 2005.",CEUR Workshop Proceedings,175,2006,https://dblp.org/db/conf/semweb/semdesk2005.html
4060,"Proceedings of the Dateso 2006 Annual International Workshop on DAtabases, TExts, Specifications and Objects, Desna, Czech Republic, April 26-28, 2006.",CEUR Workshop Proceedings,176,2006,https://dblp.org/db/conf/dateso/dateso2006.html
4087,"Proceedings of the Second International Symposium on Semantic Mining in Biomedicine, Jena, Germany, April 9-12, 2006.",CEUR Workshop Proceedings,177,2006,https://dblp.org/db/conf/smbm/smbm2006.html
4137,"Proceedings of 4th International EON Workshop 2006 Evaluation of Ontologies for the Web Co-located with the WWW2006 Edinburgh, UK, May 22, 2006.",CEUR Workshop Proceedings,179,2006,https://dblp.org/db/conf/www/eon2006.html
4187,"Proceedings of the 4th International Workshop on Knowledge Markup and Semantic Annotation ( SemAnnot 2004 ) located at the 3rd International Semantic Web Conference ISWC 2004 8th November 2004, Hiroshima, Japan.",CEUR Workshop Proceedings,184,2004,https://dblp.org/db/conf/semweb/semannot2004.html
4213,"Proceedings of the 5th International Workshop on Knowledge Markup and Semantic Annotation ( SemAnnot 2005 ) located at the 4rd International Semantic Web Conference ISWC 2005, 7th November 2005, Galway, Ireland.",CEUR Workshop Proceedings,185,2005,https://dblp.org/db/conf/semweb/semannot2005.html
4263,"Proceedings of the OWLED*05 Workshop on OWL: Experiences and Directions, Galway, Ireland, November 11-12, 2005.",CEUR Workshop Proceedings,188,2006,https://dblp.org/db/conf/owled/owled2005.html
4290,"Proceedings of the 2006 International Workshop on Description Logics (DL2006), Windermere, Lake District, UK, May 30 - June 1, 2006.",CEUR Workshop Proceedings,189,2006,https://dblp.org/db/conf/dlog/dlog2006.html
4317,"Proceedings of the WWW'06 Workshop on Models of Trust for the Web (MTW'06), Edinburgh, Scotland, UK, May 22, 2006.",CEUR Workshop Proceedings,190,2006,https://dblp.org/db/conf/mtw/mtw2006.html
4368,"Proceedings of the Workshop on 2nd Workshop on Ontologies and their Applications co-located with the International Joint Conference IBERAMIA-SBIA-SBRN'06, October 23-27, 2006, Ribeirao Preto, SP, Brazil.",CEUR Workshop Proceedings,199,2006,https://dblp.org/db/conf/wonto/wonto2006.html
4395,"EMOI - INTEROP'06, Enterprise Modelling and Ontologies for Interoperability, Proceedings of the Open Interop Workshop on Enterprise Modelling and Ontologies for Interoperability, Co-located with CAiSE'06 Conference, Luxembourg, 5th-6th June 2006.",CEUR Workshop Proceedings,200,2006,https://dblp.org/db/conf/caise/caiseem2006.html
4422,"SWAP 2006 - Semantic Web Applications and Perspectives, Proceedings of the 3rd Italian Semantic Web Workshop, Scuola Normale Superiore, Pisa, Italy, 18-20 December, 2006.",CEUR Workshop Proceedings,201,2006,https://dblp.org/db/conf/swap/swap2006.html
4449,"Proceedings of the Semantic Desktop and Social Semantic Collaboration Workshop ( SemDesk 2006 ) located at the 5th International Semantic Web Conference ISWC 2006, 6th November 2006, Athens, GA, USA.",CEUR Workshop Proceedings,202,2006,https://dblp.org/db/conf/semweb/semdesk2006.html
4476,"Proceedings of the BPM Demo Session at the Fourth International Conference on Business Process Management, BPM 2006, Vienna, Austria, 5-7 Sept 2006.",CEUR Workshop Proceedings,203,2006,https://dblp.org/db/conf/bpm/bpmd2006.html
4503,"Proceedings of the 7th WOA 2006 Workshop, From Objects to Agents (Dagli Oggetti Agli Agenti), Catania, Italy, September 26-27, 2006.",CEUR Workshop Proceedings,204,2006,https://dblp.org/db/conf/woa/woa2006.html
4554,"SemWiki2006, First Workshop on Semantic Wikis - From Wiki to Semantics, Proceedings, co-located with the ESWC2006, Budva, Montenegro, June 12, 2006.",CEUR Workshop Proceedings,206,2006,https://dblp.org/db/conf/semwiki/semwiki2006.html
4605,"Proceedings of the I. International Conference on Ubiquitous Computing: Applications, Technology and Social Issues, Alcalá de Henares, Madrid, Spain, June 7-9, 2006.",CEUR Workshop Proceedings,208,2006,https://dblp.org/db/conf/icuc/icuc2006.html
4632,"Proceedings of the 1st Semantic Authoring and Annotation Workshop (SAAW2006) located at the 5th International Semantic Web Conference ( ISWC 2006 ) 6th November 2006, Athens, GA, USA, SAAW2006 is organized jointly with the workshop on Web Content Mining with Human Language Technologies .",CEUR Workshop Proceedings,209,2006,https://dblp.org/db/conf/semweb/saaw2006.html
4658,"Proceedings of the 2nd International Workshop on Contexts and Ontologies: Theory, Practice and Applications ( C&amp;O-2006 ) Collocated with the 17th European Conference on Artificial Intelligence ( ECAI-2006 ) Riva del Garda, Italy, August 28, 2006.",CEUR Workshop Proceedings,210,2006,https://dblp.org/db/conf/ecai/co2006.html
4708,"Proceedings of the EC-TEL06 Workshops, Crete, Greece , October 1-2, 2006.",CEUR Workshop Proceedings,213,2006,https://dblp.org/db/conf/ectel/ectel2006w.html
4735,"Proceedings of the MoDELS'06 Workshop on Model Driven Development of Advanced User Interfaces Genova, Italy, October 2, 2006.",CEUR Workshop Proceedings,214,2006,https://dblp.org/db/conf/models/mddaui2006.htmlk
4761,"ADBIS 2006, Advances in Databases and Information Systems, Communications of the Tenth East-European Conference on Advances in Databases and Information Systems, Thessaloniki, Greece, September 3-7, 2006.",CEUR Workshop Proceedings,215,2006,https://dblp.org/db/conf/adbis/adbis2006l.html
4788,"Proceedings of the OWLED*06 Workshop on OWL: Experiences and Directions, Athens, Georgia, USA, November 10-11, 2006.",CEUR Workshop Proceedings,216,2006,https://dblp.org/db/conf/owled/owled2006.html
4815,"Latin-American Workshop on Non-Monotonic Reasoning, Proceedings of the LA-NMR06 Workshop, Facultad de Ingeniería de la Universidad Auónoma de San Luis Potí, San Luis Potosí, Mexico, September 18, 2006.",CEUR Workshop Proceedings,217,2006,https://dblp.org/db/conf/lanmr/lanmr2006.html
4842,"Proceedings of the Second ISWC Workshop on Uncertainty Reasoning for the Semantic Web, Athens, Georgia, USA, November 5, 2006.",CEUR Workshop Proceedings,218,2006,https://dblp.org/db/conf/semweb/ursw2006.html
4893,"Proceedings of the LoLaCOM06 Workshop, Instituto Tecnológico de Apizaco, Apizaco, Tlaxcala, Mexico, 13th - 14th November 2006.",CEUR Workshop Proceedings,220,2006,https://dblp.org/db/conf/micai/lolacom2006.html
4920,"Proceedings of the 1st Workshop on Case-based Reasoning and Context Awareness (CACOA) co-located with the 8th European Conference on Case-Based Reasoning (ECCBR) September 5, 2006, Ölüdeniz/Fethiye, Turkey.",CEUR Workshop Proceedings,221,2006,https://dblp.org/db/conf/ewcbr/cacoa2006.html
4947,"KR-MED 2006, Formal Biomedical Knowledge Representation, Proceedings of the Second International Workshop on Formal Biomedical Knowledge Representation: ""Biomedical Ontology in Action"" (KR-MED 2006), Collocated with the 4th International Conference on Formal Ontology in Information Systems (FOIS-2006), Baltimore, Maryland, USA, November 8, 2006.",CEUR Workshop Proceedings,222,2006,https://dblp.org/db/conf/krmed/krmed2006.html
4974,"Proceedings of the 4th European Workshop on Multi-Agent Systems EUMAS'06, Lisbon, Portugal, December 14-15, 2006.",CEUR Workshop Proceedings,223,2006,https://dblp.org/db/conf/eumas/eumas2006.html
5001,"5. Workshop der Gesellschaft für Informatik e.V. (GI) und Treffen ihres Arbeitskreises ""Geschäftsprozessmanagement mit Ereignisgesteuerten Prozessketten (WI-EPK)"", Wien, 30. November - 01. Dezember 2006.",CEUR Workshop Proceedings,224,2006,https://dblp.org/db/conf/epk/epk2006.html
5028,"Proceedings of the 1st International Workshop on Ontology Matching (OM-2006) Collocated with the 5th International Semantic Web Conference (ISWC-2006), Athens, Georgia, USA, November 5, 2006.",CEUR Workshop Proceedings,225,2006,https://dblp.org/db/conf/semweb/om2006.html
5055,"Proceedings of the First International Workshop on Applications and Business Aspects of the Semantic Web (SEBIZ 2006) Collocated with the 5th International Semantic Web Conference (ISWC-2006), Athens, Georgia, USA, November 6, 2006.",CEUR Workshop Proceedings,226,2007,https://dblp.org/db/conf/semweb/sebiz2006.html
5082,"Actas del Taller sobre Desarrollo de Software Dirigido por Modelos. MDA y Aplicaciones. Sitges, Spain, October 3, 2006.",CEUR Workshop Proceedings,227,2007,https://dblp.org/db/conf/dsdm/dsdm2006.html
5109,"Proceedings of the 1st International Workshop on Semantic-Enhanced Multimedia Presentation Systems (SEMPS-2006), Athens, Greece, December 6, 2006.",CEUR Workshop Proceedings,228,2007,https://dblp.org/db/conf/semweb/semps2006.html
5136,"Proceedings of the 1st Workshop on Emerging Research Opportunities for Web Data Management (EROW 2007) Collocated with the 11th International Conference on Database Theory (ICDT 2007), Barcelona, Spain, January 13, 2007.",CEUR Workshop Proceedings,229,2007,https://dblp.org/db/conf/icdt/erow2007.html
5163,"Proceedings of the 3rd International Workshop on Neural-Symbolic Learning and Reasoning, NeSy'07, held at IJCAI-07, Hyderabad, India, January 8, 2007.",CEUR Workshop Proceedings,230,2007,https://dblp.org/db/conf/ijcai/nesy2007.html
5190,"The 18th Conference on Advanced Information Systems Engineering (CAiSE '06), Forum Proceedings, Theme: Trusted Information Systems, Luxembourg, June 5-9, 2006.",CEUR Workshop Proceedings,231,2006,https://dblp.org/db/conf/caise/caisefo2006.html
5217,"Proceedings of the 1st International Workshop on Modular Ontologies, WoMO'06, co-located with the International Semantic Web Conference, ISWC'06 November 5, 2006, Athens, Georgia, USA.",CEUR Workshop Proceedings,232,2007,https://dblp.org/db/conf/semweb/womo2006.html
5244,"Poster and Demo Proceedings of the 1st International Conference on Semantic and Digital Media Technologies, Athens, Greece, December 6-8, 2006.",CEUR Workshop Proceedings,233,2007,https://dblp.org/db/conf/samt/samt2006p.html
5271,"Proceedings of the ECOWS06 Workshop on Emerging Web Services Technology, WEWST@ECOWS 2006, Zurich, Switzerland, December 4, 2006.",CEUR Workshop Proceedings,234,2006,https://dblp.org/db/conf/ecows/wewst2006.html
5297,"Proceedings of the Dateso 2007 Annual International Workshop on DAtabases, TExts, Specifications and Objects, Desna, Czech Republic, April 18-20, 2007.",CEUR Workshop Proceedings,235,2007,https://dblp.org/db/conf/dateso/dateso2007.html
5324,"Proceedings of the CAISE*06 Workshop on Business Process Modelling, Development, and Support BPMDS '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,236,2007,https://dblp.org/db/conf/caise/bpmds2006.html
5351,"Proceedings of the CAISE*06 Workshop on Business/IT Alignment and Interoperability BUSITAL '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,237,2007,https://dblp.org/db/conf/caise/busital2006.html
5378,"Proceedings of the CAISE*06 Workshop on Data Integration and the Semantic Web DisWeb '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,238,2007,https://dblp.org/db/conf/caise/disweb2006.html
5405,"Proceedings of the CAISE*06 Third International Workshop on Web Information Systems Modeling WISM '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,239,2007,https://dblp.org/db/conf/caise/wism2006.html
5432,"Proceedings of the CAISE*06 Workshop on Philosophical Foundations on Information Systems Engineering PhiSE '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,240,2007,https://dblp.org/db/conf/caise/phise2006.html
5459,"Proceedings of the CAISE*06 Workshop on Regulations Modelling and their Validation and Verification ReMo2V '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,241,2007,https://dblp.org/db/conf/caise/remo2v2006.html
5486,"Proceedings of the CAISE*06 Workshop on Ubiquitous Mobile Information and Collaboration Systems UMICS '06, Luxemburg, June 5-9, 2006.",CEUR Workshop Proceedings,242,2007,https://dblp.org/db/conf/caise/umics2006.html
5513,"Proceedings of the SMR<sup>2</sup> 2007 Workshop on Service Matchmaking and Resource Retrieval in the Semantic Web (SMRR 2007) co-located with ISWC 2007 + ASWC 2007, Busan, South Korea, November 11, 2007.",CEUR Workshop Proceedings,243,2007,https://dblp.org/db/conf/semweb/smrr2007.html
5564,"Proceedings of the BIS 2007 Workshop on Social Aspects of the Web, Poznan, Poland, April 27, 2007.",CEUR Workshop Proceedings,245,2007,https://dblp.org/db/conf/bis/saw2007.html
5591,"Bildverarbeitung für die Medizin 2005, Algorithmen - Systeme - Anwendungen, Proceedings des Workshops vom 13.-15. März 2005 in Heidelberg.",Informatik Aktuell,246,2005,https://dblp.org/db/conf/bildmed/bildmed2005.html
5620,"CAiSE'07 Forum, Proceedings of the CAiSE'07 Forum at the 19th International Conference on Advanced Information Systems Engineering, Trondheim, Norway, 11-15 June 2007.",CEUR Workshop Proceedings,247,2007,https://dblp.org/db/conf/caise/caisefo2007.html
5647,"Proceedings of the ESWC'07 Workshop on Scripting for the Semantic Web, SFSW 2007, Innsbruck, Austria, May 30, 2007.",CEUR Workshop Proceedings,248,2007,https://dblp.org/db/conf/esws/sfsw2007.html
5674,"Proceedings of the WWW2007 Workshop I<sup>3</sup>: Identity, Identifiers, Identification, Entity-Centric Approaches to Information and Knowledge Management on the Web, Banff, Canada, May 8, 2007.",CEUR Workshop Proceedings,249,2007,https://dblp.org/db/conf/i3/i32007.html
5701,"Proceedings of the 2007 International Workshop on Description Logics (DL2007), Brixen-Bressanone, near Bozen-Bolzano, Italy, 8-10 June, 2007.",CEUR Workshop Proceedings,250,2007,https://dblp.org/db/conf/dlog/dlog2007.html
5728,"Proceedings of the Workshop on Semantic Business Process and Product Lifecycle Management SBPM 2007, held in conjunction with the 3rd European Semantic Web Conference (ESWC 2007), Innsbruck, Austria, June 7, 2007.",CEUR Workshop Proceedings,251,2007,https://dblp.org/db/conf/esws/sbpm2007.html
5755,"Proceedings of the 10th International Conference on Information System Implementation and Modeling, Hradec nad Moravicí, Czech Republic, April 23-25, 2007.",CEUR Workshop Proceedings,252,2007,https://dblp.org/db/conf/isim/isim2007.html
5782,"Proceedings of the 1st International Workshop on Knowledge Acquisition from Multimedia Content KAMC'07, Genoa, Italy, December 5, 2007.",CEUR Workshop Proceedings,253,2007,https://dblp.org/db/conf/samt/kamc2007.html
5809,"Proceedings of the 1st International Workshop on Ambient Information Systems, Colocated at Pervasive 2007, Toronto, Canada, May 13, 2007.",CEUR Workshop Proceedings,254,2007,https://dblp.org/db/conf/pervasive/ais2007.html
5836,"Proceedings of the 2nd International Workshop on Formal Models WFM'07, Hradec nad Moravicí, Czech Republic, April 23-25, 2007.",CEUR Workshop Proceedings,255,2007,https://dblp.org/db/conf/isim/wfm2007.html
5863,"Proceedings of the SYRCoDIS 2007 Colloquium on Databases and Information Systems, Moscow, Russia, May 31 - June 1, 2007.",CEUR Workshop Proceedings,256,2007,https://dblp.org/db/conf/syrcodis/syrcodis2007.html
5890,"Proceedings of the CADE-21 Workshop on Empirically Successful Automated Reasoning in Large Theories, Bremen, Germany, 17th July 2007.",CEUR Workshop Proceedings,257,2007,https://dblp.org/db/conf/cade/esarlt2007.html
5917,"Proceedings of the OWLED 2007 Workshop on OWL: Experiences and Directions, Innsbruck, Austria, June 6-7, 2007.",CEUR Workshop Proceedings,258,2007,https://dblp.org/db/conf/owled/owled2007.html
5944,"Proceedings of 4th International Verification Workshop in connection with CADE-21, Bremen, Germany, July 15-16, 2007.",CEUR Workshop Proceedings,259,2007,https://dblp.org/db/conf/cade/verify2007.html
5971,"Proceedings of the 5th International Symposium on Ubiquitous Virtual Reality ISUVR'07, GIST Gwangju, Korea, July 14-18, 2007.",CEUR Workshop Proceedings,260,2007,https://dblp.org/db/conf/isuvr/isuvr2007.html
5998,"Proceedings of the 3rd International Workshop on Model-Driven Web Engineering MDWE 2007, Como, Italy, July 17, 2007.",CEUR Workshop Proceedings,261,2007,https://dblp.org/db/conf/icwe/mdwe2007.html
6025,"Proceedings of the Doctoral Symposium at the ACM/IEEE 10th International Conference on Model-Driven Engineering Languages and Systems, Nashville (TN), USA, October 1st, 2007.",CEUR Workshop Proceedings,262,2007,https://dblp.org/db/conf/models/ds2007.html
