Column1,fromLine,toLine,valid,url,acronym,title,loctime,tdtitle,volname,editors,submittedBy,published,year,pubDate,number,urn,archive,desc,h1,volume_number,ceurpubdate,voltitle,homepage,h3,colocated,vol_number
2905,10824,10847,1,http://ceur-ws.org/Vol-2906/,CAiSE-DC 2021,Proceedings of the Doctoral Consortium Papers Presented at the 33rd International Conference on Advanced Information Systems Engineering,"Melbourne, Australia, June 28 - July 2, 2021","Proceedings of the Doctoral Consortium Papers Presented at the 33rd International Conference on Advanced Information Systems Engineering (CAiSE-DC 2021),Melbourne, Australia, June 28 - July 2, 2021.",CAiSE 2021 Doctoral Consortium,"John Krogstie, Chun Ouyang, Jolita Ralyté",Jolita Ralyté,2021/7/11,2021,2021/7/11 0:00,2906,urn:nbn:de:0074-2906-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2906.zip,?,CAiSE-DC 2021 CAiSE 2021 Doctoral Consortium,Vol-2906,2021/7/11,CAiSE 2021 Doctoral Consortium,https://caise21.org/doctoral-consortium/,Proceedings of the Doctoral Consortium Papers Presented at the 33rd International Conference on Advanced Information Systems Engineering (CAiSE 2021),CAiSE 2021,
2906,10792,10821,1,http://ceur-ws.org/Vol-2907/,PNSE 2021,Proceedings of the International Workshop on Petri Nets and Software Engineering 2021,"Paris, France, June 25th, 2021 (due to COVID-19: virtual conference)","Proceedings of the International Workshop on Petri Nets and Software Engineering 2021 (PNSE 2021),Paris, France, June 25th, 2021 (due to COVID-19: virtual conference).",International Workshop on Petri Nets and Software Engineering 2021,"Michael Köhler-Bussmeier, Ekkart Kindler, Heiko Rölke",Michael Köhler-Bussmeier,2021/7/14,2021,2021/7/14 0:00,2907,urn:nbn:de:0074-2907-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2907.zip,?,PNSE 2021 International Workshop on Petri Nets and Software Engineering 2021,Vol-2907,2021/7/14,International Workshop on Petri Nets and Software Engineering 2021,http://www.pnse.de/,Proceedings of the International Workshop on Petri Nets and Software Engineering 2021 co-located with the 42nd International Conference on Application and Theory of Petri Nets and Concurrency (PETRI NETS 2021),PETRI NETS 2021,
2907,10768,10790,1,http://ceur-ws.org/Vol-2908/,SMT 2021,Proceedings of the 19th International Workshop on Satisfiability Modulo Theories,"Online (initially located in Los Angeles, USA), July 18-19, 2021","Proceedings of the 19th International Workshop on Satisfiability Modulo Theories (SMT 2021) co-located with 33rd International Conference on Computer Aided Verification (CAV 2021) Online (initially located in Los Angeles, USA), July 18-19, 2021.",Satisfiability Modulo Theories 2021,"Alexander Nadel, Aina Niemetz",Aina Niemetz,2021/7/15,2021,2021/7/15 0:00,2908,urn:nbn:de:0074-2908-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2908.zip,?,SMT 2021 Satisfiability Modulo Theories 2021,Vol-2908,2021/7/15,Satisfiability Modulo Theories 2021,https://smt-workshop.cs.uiowa.edu/2021/,Proceedings of the 19th International Workshop on Satisfiability Modulo Theories co-located with 33rd International Conference on Computer Aided Verification(CAV 2021),CAV 2021,
2908,10749,10766,1,http://ceur-ws.org/Vol-2909/,PatentSemTech 2021,Proceedings of the 2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech) 2021,"Online, July 15th, 2021","Proceedings of the 2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech 2021),Online, July 15th, 2021.",Patent Text Mining and Semantic Technologies 2021,"Ralf Krestel, Hidir Aras, Linda Andersson, Florina Piroi, Allan Hanbury, Dean Alderucci",Ralf Krestel,2021/7/16,2021,2021/7/16 0:00,2909,urn:nbn:de:0074-2909-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2909.zip,?,PatentSemTech 2021 Patent Text Mining and Semantic Technologies 2021,Vol-2909,2021/7/16,Patent Text Mining and Semantic Technologies 2021,http://ifs.tuwien.ac.at/patentsemtech/,Proceedings of the 2nd Workshop on Patent Text Mining and Semantic Technologies (PatentSemTech) 2021 co-located with the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR 2021),SIGIR 2021,
2909,10730,10747,1,http://ceur-ws.org/Vol-2910/,DTTL-2021,Proceedings of the International Workshop on Digital Technologies for Teaching and Learning (DTTL-2021),"Kazan, Russia, March 22-28, 2021","Proceedings of the International Workshop on Digital Technologies for Teaching and Learning (DTTL-2021),Kazan, Russia, March 22-28, 2021.",International Workshop on Digital Technologies for Teaching and Learning 2021,"Olga A. Nevzorova, Natalia V. Loukachevitch, Evgeny K. Lipachev",Evgeny K. Lipachev,2021/7/16,2021,2021/7/16 0:00,2910,urn:nbn:de:0074-2910-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2910.zip,?,DTTL-2021 International Workshop on Digital Technologies for Teaching and Learning,Vol-2910,2021/7/16,International Workshop on Digital Technologies for Teaching and Learning,https://kpfu.ru/ifme/mezhdunarodnyj-forum-po-matematicheskomu-121594/dttl-workshop,Proceedings of the International Workshop on Digital Technologies for Teaching and Learning (DTTL-2021),,
2910,10711,10727,1,http://ceur-ws.org/Vol-2911/,CSR-Sim4IR 2021,Joint Proceedings of the Causality in Search and Recommendation (CSR) and Simulation of Information Retrieval Evaluation (Sim4IR) Workshops 2021,,Joint proceedings of the Causality in Search and Recommendation (CSR) and Simulation of Information Retrieval Evaluation (Sim4IR) 2021,Causality in Search and Recommendation (CSR) and Simulation of Information Retrieval Evaluation (Sim4IR) workshops 2021,"Krisztian Balog, Xianjie Chen, Xu Chen, David Maxwell, Paul Thomas, Shuo Zhang, Yi Zhang, Yongfeng Zhang,",Shuo Zhang,2021/7/18,2021,2021/7/18 0:00,2911,urn:nbn:de:0074-2911-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2911.zip,?,CSR-Sim4IR 2021 Causality in Search and Recommendation and Simulation of Information Retrieval Evaluation 2021,Vol-2911,2021/7/18,Causality in Search and Recommendation and Simulation of Information Retrieval Evaluation 2021,,"Joint Proceedings of the Causality in Search and Recommendation (CSR) and Simulation of Information Retrieval Evaluation (Sim4IR) Workshops 2021. Co-located with the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval (ACM-SIGIR 2021). Online, July 15, 2021",ACM-SIGIR 2021,
2911,10692,10709,1,http://ceur-ws.org/Vol-2912/,BENEVOL 2020,Proceedings of the 19th Belgium-Netherlands Software Evolution Workshop,"Luxembourg, Luxembourg, December 3-4, 2020","Proceedings of the 19th Belgium-Netherlands Software Evolution Workshop (BENEVOL 2020),Luxembourg, Luxembourg, December 3-4, 2020.",Belgium-Netherlands Software Evolution Workshop 2020,"Mike Papadakis, Maxime Cordy",Mike Papadakis,2021/7/18,2020,2021/7/18 0:00,2912,urn:nbn:de:0074-2912-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2912.zip,?,BENEVOL 2020 Belgium-Netherlands Software Evolution Workshop,Vol-2912,2021/7/18,Belgium-Netherlands Software Evolution Workshop,https://benevol2020.github.io/,Proceedings of the 19th Belgium-Netherlands Software Evolution Workshop,,
2912,10670,10690,1,http://ceur-ws.org/Vol-2913/,ICCS-DE 2021,"Proceedings of the 3rd International Workshop on Information, Computation, and Control Systems for Distributed Environments","Irkutsk, Russia, July 5-9, 2021","Proceedings of the 3rd International Workshop on Information, Computation, and Control Systems for Distributed Environments (ICCS-DE 2021),Irkutsk, Russia, July 5-9, 2021.","Information, Computation, and Control Systems for Distributed Environments","Igor Bychkov, Andrei Tchernykh, Alexander Feoktistov",Igor Bychkov,2021/7/24,2021,2021/7/24 0:00,2913,urn:nbn:de:0074-2913-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2913.zip,?,"ICCS-DE 2021 International Workshop on Information, Computation, and Control Systems for Distributed Environments",Vol-2913,2021/7/24,"International Workshop on Information, Computation, and Control Systems for Distributed Environments",https://iccs-de.icc.ru/en/,"Proceedings of the 3rd International Workshop on Information, Computation, and Control Systems for Distributed Environments",,
2913,10650,10668,1,http://ceur-ws.org/Vol-2914/,DLT 2020,"Selected Papers of the V International Scientific and Practical Conference ""Distance Learning Technologies"" (DLT 2020)","Yalta, Crimea, September 22-25, 2020","Selected Papers of the V International Scientific and Practical Conference ""Distance Learning Technologies"" (DLT 2020) Yalta, Crimea, September 22-25, 2020.",Distance Learning Technologies 2020,"Sergei A. Petrenko, Dmitriy A. Tarkhov",Krystina A. Makoveichuk,2021/7/25,2021,2021/7/25 0:00,2914,urn:nbn:de:0074-2914-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2914.zip,?,DLT 2020 Distance Learning Technologies 2020,Vol-2914,2021/7/25,Distance Learning Technologies 2020,http://agora.guru.ru/display.php?conf=dot-yalta&page=item007&PHPSESSID=9883k6r0v2upi14qvau0sd5241,"Selected Papers of the V International Scientific and Practical Conference ""Distance Learning Technologies"" (DLT 2020)",,
2914,10627,10647,1,http://ceur-ws.org/Vol-2915/,IVUS 2021,Proceedings of the 26th International Conference on Information Society and University Studies (IVUS 2021),"Kaunas, Lithuania, April 23, 2021","Proceedings of the 26th International Conference on Information Society and University Studies (IVUS 2021),Kaunas, Lithuania, April 23, 2021.",Information Society and University Studies 2021,"Ilona Veitaitė, Audrius Lopata, Tomas Krilavičius, Marcin Woźniak",Ilona Veitaitė,2021/7/26,2021,2021/7/26 0:00,2915,urn:nbn:de:0074-2915-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2915.zip,?,IVUS 2021 Information Society and University Studies 2021,Vol-2915,2021/7/26,Information Society and University Studies 2021,https://www.knf.vu.lt/ivus2021,Proceedings of the 26th International Conference on Information Society and University Studies (IVUS 2021),,
2915,10608,10625,1,http://ceur-ws.org/Vol-2916/,AISafety 2021,Proceedings of the Workshop on Artificial Intelligence Safety 2021 co-located with the Thirtieth International Joint Conference on Artificial Intelligence,"Virtual, August, 2021","Proceedings of the Workshop on Artificial Intelligence Safety 2021 (AISafety 2021),Virtual, August, 2021.",Artificial Intelligence Safety 2021,"Huáscar Espinoza, John McDermid, Xiaowei Huang, Mauricio Castillo-Effen, Xin Cynthia Chen, José Hernández-Orallo, Seán Ó hÉigeartaigh, Richard Mallah, Gabriel Pedroza",Xin Cynthia Chen,2021/7/28,2021,2021/7/28 0:00,2916,urn:nbn:de:0074-2916-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2916.zip,?,AISafety 2021 Artificial Intelligence Safety 2021,Vol-2916,2021/7/28,Artificial Intelligence Safety 2021,https://www.aisafetyw.org,Proceedings of the Workshop on Artificial Intelligence Safety 2021 co-located with the Thirtieth International Joint Conference on Artificial Intelligence (IJCAI 2021),IJCAI 2021,
2916,10589,10606,1,http://ceur-ws.org/Vol-2917/,MoMLeT&DS 2021,Modern Machine Learning Technologies and Data Science Workshop. Proc. 3rd International Workshop (MoMLeT&DS 2021). Volume I: Main Conference,"Lviv-Shatsk, Ukraine, June 5-6, 2021","Modern Machine Learning Technologies and Data Science Workshop. Proc. 3rd International Workshop (MoMLeT&DS 2021). Volume I: Main Conference,Lviv-Shatsk, Ukraine, June 5-6, 2021.",Modern Machine Learning Technologies and Data Science Workshop 2021,"Michael Emmerich, Vasyl Lytvyn, Victoria Vysotska, Vitor Basto-Fernandes, Volodymyr Lytvynenko",Victoria Vysotska,2021/7/28,2021,2021/7/28 0:00,2917,urn:nbn:de:0074-2917-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2917.zip,?,MoMLeT&DS 2021 Modern Machine Learning Technologies and Data Science Workshop,Vol-2917,2021/7/28,Modern Machine Learning Technologies and Data Science Workshop,http://momlet.in.ua/,Modern Machine Learning Technologies and Data Science Workshop. Proc. 3rd International Workshop (MoMLeT&DS 2021). Volume I: Main Conference,,
2917,10569,10586,1,http://ceur-ws.org/Vol-2918/,DeepOntoNLP,Joint Proceedings of the 2nd International Workshop on Deep Learning meets Ontologies and Natural Language Processing (DeepOntoNLP 2021) & 6th International Workshop on Explainable Sentiment Mining and Emotion Detection (X-SENTIMENT 2021),"Hersonissos, Greece, June 6th - 7th, 2021 (moved online)","Joint Proceedings of the 2nd International Workshop on Deep Learning meets Ontologies and Natural Language Processing (DeepOntoNLP),Hersonissos, Greece, June 6th - 7th, 2021 (moved online).",Advances in Semantics and Explainability for NLP 2021,"Sarra Ben Abbès, Rim Hantach, Philippe Calvez, Davide Buscaldi, Danilo Dessì, Mauro Dragoni, Diego Reforgiato Recupero, Harald Sack",Danilo Dessì,2021/7/28,JJJJ,2021/7/28 0:00,2918,urn:nbn:de:0074-2918-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2918.zip,?,DeepOntoNLP & X-SENTIMENT 2021 Advances in Semantics and Explainability for NLP: Joint proceedings of the DeepOntoNLP and X-SENTIMENT Workshops,Vol-2918,2021/7/28,Advances in Semantics and Explainability for NLP: Joint proceedings of the DeepOntoNLP and X-SENTIMENT Workshops,https://sites.google.com/view/deepontonlp-eswc2021/home,Joint Proceedings of the 2nd International Workshop on Deep Learning meets Ontologies and Natural Language Processing (DeepOntoNLP 2021) & 6th International Workshop on Explainable Sentiment Mining and Emotion Detection (X-SENTIMENT 2021) co-located with co-located with 18th Extended Semantic Web Conference 2021,co-located with 18th Extended Semantic Web Conference 2021,
2918,10550,10567,1,http://ceur-ws.org/Vol-2919/,EEKM 2020,"Proceedings of the XXIII International Conference ""Enterprise Engineering and Knowledge Management"" (EEKM 2020)","Moscow, Russia","Proceedings of the XXIII International Conference ""Enterprise Engineering and Knowledge Management"" (EEKM 2020),Moscow, Russia.",Enterprise Engineering and Knowledge Management 2020,"Yury Telnov, Igor Fiodorov",Elena Zubareva,2021/7/28,2021,2021/7/28 0:00,2919,urn:nbn:de:0074-2919-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2919.zip,?,EEKM 2020 Enterprise Engineering and Knowledge Management,Vol-2919,2021/7/28,Enterprise Engineering and Knowledge Management,https://conf-eekm.ru/about,"Proceedings of the XXIII International Conference ""Enterprise Engineering and Knowledge Management"" (EEKM 2020)",,
2919,10530,10547,1,http://ceur-ws.org/Vol-2920/,NESinMIS-2021,"Proceedings of the XVI International Conference ""New Educational Strategies in Modern Information Space""","Saint-Petersburg, Russia, April, 07, 2021","Proceedings of the XVI International Conference ""New Educational Strategies in Modern Information Space"" (NESinMIS-2021),Saint-Petersburg, Russia, April, 07, 2021.",New Educational Strategies in Modern Information Space 2021,"Tatiana Noskova, Xenia Piotrowska",Xenia Piotrowska,2021/7/28,2021,2021/7/28 0:00,2920,urn:nbn:de:0074-2920-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2920.zip,?,NESinMIS-2021 New Educational Strategies in Modern Information Space - 2021,Vol-2920,2021/7/28,New Educational Strategies in Modern Information Space - 2021,http://nesinmis.ru/NESinMIS-en-21/,"Proceedings of the XVI International Conference ""New Educational Strategies in Modern Information Space""",,
2920,10511,10528,1,http://ceur-ws.org/Vol-2921/,Same Side Shared Task 2019,Proceedings of the Same Side Stance Classification Shared Task,"Florence, Italy, August 1, 2019","Proceedings of the Same Side Stance Classification Shared Task (Same Side Shared Task 2019),Florence, Italy, August 1, 2019.",Same Side Stance Classification Shared Task 2019,"Yamen Ajjour, Khalid Al-Khatib, Philipp Cimiano, Roxanne El Baff, Basil Ell, Benno Stein, Henning Wachsmuth",Khalid Al-Khatib,2021/7/28,2021,2021/7/28 0:00,2921,urn:nbn:de:0074-2921-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2921.zip,?,Same Side Shared Task 2019 Same Side Stance Classification Shared Task 2019,Vol-2921,2021/7/28,Same Side Stance Classification Shared Task 2019,,Proceedings of the Same Side Stance Classification Shared Task organized as a part of the 6th Workshop on Argument Mining (ArgMining 2019) and co-located with the the 57th Annual Meeting of the Association for Computational Linguistics (ACL19),ArgMining 2019,
2921,10490,10508,1,http://ceur-ws.org/Vol-2922/,ITIDMS-II-2021,"Proceedings of the II International Scientific and Practical Conference ""Information Technologies and Intelligent Decision Making Systems"" (ITIDMS-II-2021)","Russian Federation, Moscow, July 1, 2021","Proceedings of the II International Scientific and Practical Conference ""Information Technologies and Intelligent Decision Making Systems"" (ITIDMS-II-2021), Russian Federation, Moscow, July 1, 2021.",Information Technologies and Intelligent Decision Making Systems II 2021,Arthur A. Gibadullin,Arthur A. Gibadullin,2021/7/29,2021,2021/7/29 0:00,2922,urn:nbn:de:0074-2922-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2922.zip,?,"ITIDMS-II-2021 Information Technologies and Intelligent Decision Making Systems II, 2021",Vol-2922,2021/7/29,"Information Technologies and Intelligent Decision Making Systems II, 2021",https://rosnou.ru/en/university/Science/itidms_2_2021_Inform/,"Proceedings of the II International Scientific and Practical Conference ""Information Technologies and Intelligent Decision Making Systems"" (ITIDMS-II-2021)",,
2922,10469,10488,1,http://ceur-ws.org/Vol-2923/,CPITS 2021,Proceedings of Selected Papers of the Workshop on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2021),"Kyiv, Ukraine, January 28, 2021 (online)","Proceedings of Selected Papers of the Workshop on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2021),Kyiv, Ukraine, January 28, 2021 (online).",Cybersecurity Providing in Information and Telecommunication Systems 2021,"Volodymyr Buriachok, Dmytro Ageyev, Valeriy Lahno, Volodymyr Sokolov",Volodymyr Sokolov,2021/8/7,2021,2021/8/7 0:00,2923,urn:nbn:de:0074-2923-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2923.zip,?,CPITS 2021 Cybersecurity Providing in Information and Telecommunication Systems 2021,Vol-2923,2021/8/7,Cybersecurity Providing in Information and Telecommunication Systems 2021,http://sec.picst.org/,Proceedings of Selected Papers of the Workshop on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2021),,
2923,10446,10467,1,http://ceur-ws.org/Vol-2924/,ITSTS 2021,"Proceedings of the Workshop ""Intelligent Transport Systems and Transport Security 2021"" on the basis of the Solomenko Institute of Transport Problems of the Russian Academy of Sciences and Emperor Alexander I St. Petersburg State Transport University","St. Petersburg, Russia, May 14, 2021","Proceedings of the Workshop ""Intelligent Transport Systems and Transport Security 2021"" on the basis of the Solomenko Institute of Transport Problems of the Russian Academy of Sciences and Emperor Alexander I St. Petersburg State Transport University (ITSTS 2021),St. Petersburg, Russia, May 14, 2021.",Intelligent Transport Systems and Transport Security 2021,"Anatoly Khomonenko, Boris Sokolov, Gleb Rogozinsky",Anatoly Khomonenko,2021/8/7,2021,2021/8/7 0:00,2924,urn:nbn:de:0074-2924-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2924.zip,?,ITSTS 2021 Intelligent Transport Systems and Transport Security 2021,Vol-2924,2021/8/7,Intelligent Transport Systems and Transport Security 2021,,"Proceedings of the Workshop ""Intelligent Transport Systems and Transport Security 2021"" on the basis of the Solomenko Institute of Transport Problems of the Russian Academy of Sciences and Emperor Alexander I St. Petersburg State Transport University NONE",NONE,
2924,10427,10444,1,http://ceur-ws.org/Vol-2925/,ALGOS 2020,"Proceedings of the First International Conference ""Algebras, graphs and ordered sets"" (ALGOS 2020)","Online (originally planned in Nancy, France), August 26-28, 2020","Proceedings of the First International Conference ""Algebras, graphs and ordered sets"" (ALGOS 2020),Online (originally planned in Nancy, France), August 26-28, 2020.","Algebras, graphs and ordered sets 2020","Miguel Couceiro, Pierre Monnin, Amedeo Napoli",Miguel Couceiro,2021/8/13,2020,2021/8/13 0:00,2925,urn:nbn:de:0074-2925-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2925.zip,?,"ALGOS 2020 Algebras, graphs and ordered sets",Vol-2925,2021/8/13,"Algebras, graphs and ordered sets",https://algos2020.loria.fr/,"Proceedings of the First International Conference ""Algebras, graphs and ordered sets"" (ALGOS 2020)",,
2925,10406,10425,1,http://ceur-ws.org/Vol-2926/,AI4Function 2021,"Proceedings of the Second Workshop on Artificial Intelligence for Function, Disability, and Health","Online, August 20-21, 2021","Proceedings of the Second Workshop on Artificial Intelligence for Function, Disability, and Health (AI4Function 2021),Online, August 20-21, 2021.","Artificial Intelligence for Function, Disability, and Health 2021","Denis Newman-Griffis, Bart Desmet, Ayah Zirikly, Suzanne Tamang, Hongfang Liu",Denis Newman-Griffis,2021/8/15,2021,2021/8/15 0:00,2926,urn:nbn:de:0074-2926-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2926.zip,?,"AI4Function 2021 Artificial Intelligence for Function, Disability, and Health 2021",Vol-2926,2021/8/15,"Artificial Intelligence for Function, Disability, and Health 2021",https://ai4function.github.io/2021/,"Proceedings of the Second Workshop on Artificial Intelligence for Function, Disability, and Health co-located with the 2021 International Joint Conference on Artificial Intelligence (IJCAI 2021)",IJCAI 2021,
2926,10386,10404,1,http://ceur-ws.org/Vol-2927/,MPSESM-W 2021,Proceedings of the Workshop on the XIII International Scientific Practical Conference Modern problems of social and economic systems modelling (MPSESM-W 2021),"Kharkiv, Ukraine, April 9, 2021","Proceedings of the Workshop on the XIII International Scientific Practical Conference Modern problems of social and economic systems modelling (MPSESM-W 2021) Kharkiv, Ukraine, April 9, 2021.","Machine Learning Methods and Models, Predictive Analytics and Applications 2021","Lidiya Guryanova, Roman Yatsenko, Nadija Dubrovina, Vitalina Babenko",Roman Yatsenko,2021/8/16,2021,2021/8/16 0:00,2927,urn:nbn:de:0074-2927-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2927.zip,?,"MPSESM-W 2021 Machine Learning Methods and Models, Predictive Analytics and Applications",Vol-2927,2021/8/16,"Machine Learning Methods and Models, Predictive Analytics and Applications",https://mpsesm.org/index.php/mpsesm/mpsesm-xiii/schedConf/presentations?searchField=&searchMatch=&search=&track=110,Proceedings of the Workshop on the XIII International Scientific Practical Conference Modern problems of social and economic systems modelling (MPSESM-W 2021),,
2927,10365,10384,1,http://ceur-ws.org/Vol-2928/,AMFCS 2021,Proceedings of the Workshop on Applied Mathematics and Fundamental Computer Science 2021,"Omsk, Russia, April 24-29, 2021","Proceedings of the Workshop on Applied Mathematics and Fundamental Computer Science (AMFCS 2021),Omsk, Russia, April 24-29, 2021.",Applied Mathematics and Fundamental Computer Science 2021,"Sergei S. Goncharov, Yuri G. Evtushenko",Sergey V. Belim,2021/8/16,2021,2021/8/16 0:00,2928,urn:nbn:de:0074-2928-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2928.zip,?,AMFCS 2021 Applied Mathematics and Fundamental Computer Science 2021,Vol-2928,2021/8/16,Applied Mathematics and Fundamental Computer Science 2021,,Proceedings of the Workshop on Applied Mathematics and Fundamental Computer Science 2021,,
2928,10345,10362,1,http://ceur-ws.org/Vol-2929/,SEA-Data 2021,"Proceedings of the 2nd Workshop on Search, Exploration, and Analysis in Heterogeneous Datastores (SEA-Data 2021)","Copenhagen, Denmark, August 20, 2021","Proceedings of the 2nd Workshop on Search, Exploration, and Analysis in Heterogeneous Datastores (SEA-Data 2021),Copenhagen, Denmark, August 20, 2021.","Search, Exploration, and Analysis in Heterogeneous Datastores 2021","Davide Mottin, Matteo Lissandrini, Senjuti Basu Roy, Yannis Velegrakis",Matteo Lissandrini,2021/8/17,2021,2021/8/17 0:00,2929,urn:nbn:de:0074-2929-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2929.zip,?,"SEA-Data 2021 Search, Exploration, and Analysis in Heterogeneous Datastores 2021",Vol-2929,2021/8/17,"Search, Exploration, and Analysis in Heterogeneous Datastores 2021",https://sea-data.ml/2021,"Proceedings of the 2nd Workshop on Search, Exploration, and Analysis in Heterogeneous Datastores (SEA-Data 2021) co-located with 47th International Conference on Very Large Data Bases (VLDB 2021)",VLDB 2021,
2929,10324,10343,1,http://ceur-ws.org/Vol-2930/,ITHPC 2021,Short Paper Proceedings of the VI International Conference on Information Technologies and High-Performance Computing,"Khabarovsk, Russia, September 14-16, 2021","Short Paper Proceedings of the VI International Conference on Information Technologies and High-Performance Computing (ITHPC 2021),Khabarovsk, Russia, September 14-16, 2021.",Information Technologies and High-Performance Computing,"Anurag Srivastava, Valeriya Gribova",Aleksei Sorokin,2021/8/18,2021,2021/8/18 0:00,2930,urn:nbn:de:0074-2930-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2930.zip,?,ITHPC 2021 Information Technologies and High-Performance Computing,Vol-2930,2021/8/18,Information Technologies and High-Performance Computing,http://conf.ccfebras.ru/en/,Short Paper Proceedings of the VI International Conference on Information Technologies and High-Performance Computing,,
2930,10297,10322,1,http://ceur-ws.org/Vol-2931/,ICBO 2019,Proceedings of the 10th International Conference on Biomedical Ontology (ICBO 2019),"Buffalo, New York, USA, July 30 – August 2, 2019","Proceedings of the 10th International Conference on Biomedical Ontology (ICBO 2019),Buffalo, New York, USA, July 30 - August 2, 2019.",International Conference on Biomedical Ontology 2019,"Alexander D. Diehl, William D. Duncan, Gloria Sanso",Alexander D. Diehl,2021/8/19,2021,2021/8/19 0:00,2931,urn:nbn:de:0074-2931-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2931.zip,?,ICBO 2019 International Conference on Biomedical Ontology 2019,Vol-2931,2021/8/19,International Conference on Biomedical Ontology 2019,https://sites.google.com/view/icbo2019/home,Proceedings of the 10th International Conference on Biomedical Ontology (ICBO 2019),,
2931,10275,10294,1,http://ceur-ws.org/Vol-2932/,CSW 2021,"Proceedings of the 2nd Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale","Copenhagen, Denmark, August 20, 2021","Proceedings of the 2nd Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale (CSW 2021),Copenhagen, Denmark, August 20, 2021.","Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale 2021","Dmitry Ustalov, Fabio Casati, Alexey Drutsa, Ivan Stelmakh, Nikita Pavlichenko, Daria Baidakova",Dmitry Ustalov,2021/8/19,2021,2021/8/19 0:00,2932,urn:nbn:de:0074-2932-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2932.zip,?,"CSW 2021 Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale",Vol-2932,2021/8/19,"Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale",https://crowdscience.ai/conference_events/vldb21,"Proceedings of the 2nd Crowd Science Workshop: Trust, Ethics, and Excellence in Crowdsourced Data Management at Scale co-located with 47th International Conference on Very Large Data Bases (VLDB 2021)",VLDB 2021,
