Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url
2790,http://ceur-ws.org/Vol-2708/,2708,The Joint Ontology Workshops 2020,JOWO 2020,BOSK 2020,Proceedings of the Joint Ontology Workshops co-located with the Bolzano Summer of Knowledge (BOSK 2020),The Joint Ontology Workshops,JOWO 2020 The Joint Ontology Workshops,"Proceedings of the Joint Ontology Workshops 2020 (JOWO 2020), Virtual and Bozen-Bolzano, Italy, August 31st to October 7th, 2020.",Proceedings of the Joint Ontology Workshops,"Virtual & Bozen-Bolzano, Italy, August 31st to October 7th, 2020",,,,,,,,,"Proceedings of the Joint Ontology Workshops co-located with the Bolzano Summer of Knowledge (BOSK 2020), Virtual &amp; Bozen-Bolzano, Italy, August 31st to October 7th, 2020.",2708,2020,https://dblp.org/db/conf/jowo/jowo2020.html
2791,http://ceur-ws.org/Vol-2709/,2709,XII Latin American Women in Computing Congress 2020,LAWCC 2020,CLEI 2020,Proceedings of the XII Latin American Women in Computing Congress 2020 (LAWCC 2020) co-located with XLVI Latin American Computer Conference (CLEI 2020),XII Latin American Women in Computing Congress 2020,LAWCC 2020 XII Latin American Women in Computing Congress 2020,"Proceedings of the XII Latin American Women in Computing Congress 2020 (LAWCC 2020)co-located with XLVI Latin American Computer Conference (CLEI 2020) Loja, Ecuador, October 19, 2020.",Proceedings of the XII Latin American Women in Computing Congress 2020 (LAWCC 2020),"Loja, Ecuador, October 19, 2020",,,,,,,,,"Proceedings of the XII Latin American Women in Computing Congress 2020 (LAWCC 2020) co-located with XLVI Latin American Computer Conference (CLEI 2020), Loja, Ecuador, October 19, 2020.",2709,2020,https://dblp.org/db/conf/clei/lawcc2020.html
2792,http://ceur-ws.org/Vol-2710/,2710,Italian Conference on Computational Logic 2020,CILC 2020,proceedings of conference,Proceedings of the 35th Italian Conference on Computational Logic - CILC 2020,Proceedings of CILC 2020,CILC 2020 Proceedings of CILC 2020,"Proceedings of the 35th Italian Conference on Computational Logic (CILC 2020), Rende, Italy, October 13-15, 2020.",Proceedings of the 35th Italian Conference on Computational Logic - CILC 2020,"Rende, Italy, October 13-15, 2020",,,,,,,,,"Proceedings of the 35th Italian Conference on Computational Logic - CILC 2020, Rende, Italy, October 13-15, 2020.",2710,2020,https://dblp.org/db/conf/cilc/cilc2020.html
2793,http://ceur-ws.org/Vol-2711/,2711,Information Control Systems & Technologies 2020,ICST 2020,proceedings of conference,"Proceedings of the 9th International Conference ""Information Control Systems & Technologies""",Information Control Systems & Technologies,ICST 2020 Information Control Systems & Technologies,"Proceedings of the 9th International Conference ""Information Control Systems & Technologies"" (ICST 2020),Odessa, Ukraine, September 24–26, 2020.","Proceedings of the 9th International Conference ""Information Control Systems & Technologies""","Odessa, Ukraine, September 24–26, 2020",,,,,,,,,"Proceedings of the 9th International Conference ""Information Control Systems &amp; Technologies"", Odessa, Ukraine, September 24-26, 2020.",2711,2020,https://dblp.org/db/conf/icst2/icst2020.html
2794,http://ceur-ws.org/Vol-2712/,2712,"Hybrid Learning Spaces - Data, Design, Didactics 2019",HLS-D3 2019,EC-TEL 2019,"Proceedings of the Workshop on Hybrid Learning Spaces - Data, Design, Didactics co-located with 14th European Conference on Technology Enhanced Learning (EC-TEL 2019)","Hybrid Learning Spaces - Data, Design, Didactics 2019","HLS-D3 2019 Hybrid Learning Spaces - Data, Design, Didactics 2019","Proceedings of the Workshop on Hybrid Learning Spaces - Data, Design, Didactics (HLS-D3 2019),Delft, the Netherlands, September 16, 2019.","Proceedings of the Workshop on Hybrid Learning Spaces - Data, Design, Didactics","Delft, the Netherlands, September 16, 2019",http://www.wikidata.org/entity/Q113582015,"Workshop on Hybrid Learning Spaces - Data, Design, Didactics",http://ceur-ws.org/Vol-2712/,HLS-D3 2019,Netherlands,Delft,2019/9/16 2:00,2019/9/16 2:00,"Proceedings of the Workshop on Hybrid Learning Spaces - Data, Design, Didactics co-located with 14th European Conference on Technology Enhanced Learning (EC-TEL 2019), Delft, the Netherlands, September 16, 2019.",2712,2020,https://dblp.org/db/conf/ectel/hlsd32019.html
2795,http://ceur-ws.org/Vol-2713/,2713,Machine Learning for Prediction of Emergent Economy Dynamics 2020,M3E2-MLPEED 2020,proceedings of conference,"Proceedings of the Selected Papers of the Special Edition of International Conference on Monitoring, Modeling & Management of Emergent Economy (M3E2-MLPEED 2020)",Machine Learning for Prediction of Emergent Economy Dynamics 2020,M3E2-MLPEED 2020 Machine Learning for Prediction of Emergent Economy Dynamics 2020,"Proceedings of the Selected Papers of the Special Edition of International Conference on Monitoring, Modeling & Management of Emergent Economy (M3E2-MLPEED 2020),Odessa, Ukraine, July 13-18, 2020.","Proceedings of the Selected Papers of the Special Edition of International Conference on Monitoring, Modeling & Management of Emergent Economy (M3E2-MLPEED 2020)","Odessa, Ukraine, July 13-18, 2020",,,,,,,,,"Proceedings of the Selected Papers of the Special Edition of International Conference on Monitoring, Modeling &amp; Management of Emergent Economy (M3E2-MLPEED 2020), Odessa, Ukraine, July 13-18, 2020.",2713,2020,https://dblp.org/db/conf/m3e2/m3e22020.html
2796,http://ceur-ws.org/Vol-2714/,2714,Workshops at the Third International Conference on Applied Informatics 2020,ICAIW 2020,ICAI 2020,"Joint Proceedings of the ICAI 2020 Workshops WAAI 2020, AIESD 2020, WDEA 2020, WSSC 2020 co-located with the Third International Conference on Applied Informatics (ICAI 2020)",Workshops at the Third International Conference on Applied Informatics 2020,ICAIW 2020 Workshops at the Third International Conference on Applied Informatics 2020,"Joint Proceedings of the ICAI 2020 Workshops WAAI 2020, AIESD 2020, WDEA 2020, WSSC 2020 (ICAIW 2020),Online / Ota, Nigeria, October 29-31, 2020.","Joint Proceedings of the ICAI 2020 Workshops WAAI 2020, AIESD 2020, WDEA 2020, WSSC 2020","Online / Ota, Nigeria, October 29-31, 2020",,,,,,,,,"Joint Proceedings of WAAI 2020, AIESD 2020, WDEA 2020, WSSC 2020 co-located with the Third International Conference on Applied Informatics (ICAI 2020), Online / Ota, Nigeria, October 29-31, 2020.",2714,2020,https://dblp.org/db/conf/icai2/icai2020w.html
2797,http://ceur-ws.org/Vol-2715/,2715,Online Recommender Systems and User Modeling 2020,ORSUM 2020,RecSys 2020,Proceedings of the 3rd Workshop on Online Recommender Systems and User Modeling co-located with the 14th ACM Conference on Recommender Systems (RecSys 2020),Online Recommender Systems and User Modeling 2020,ORSUM 2020 Online Recommender Systems and User Modeling 2020,"Proceedings of the 3rd Workshop on Online Recommender Systems and User Modeling (ORSUM 2020),Virtual Event, September 25, 2020.",Proceedings of the 3rd Workshop on Online Recommender Systems and User Modeling,"Virtual Event, September 25, 2020",,,,,,,,,"Proceedings of the 3rd Workshop on Online Recommender Systems and User Modeling co-located with the 14th ACM Conference on Recommender Systems (RecSys 2020), Virtual Event, September 25, 2020.",2715,2020,https://dblp.org/db/conf/recsys/orsum2020.html
2798,http://ceur-ws.org/Vol-2716/,2716,"ER Forum, Demo and Posters 2020",ER Forum 2020,ER 2020,"ER Forum, Demo and Posters 2020 co-located with 39th International Conference on Conceptual Modeling (ER 2020)","ER Forum, Demo and Posters 2020","ER Forum 2020 ER Forum, Demo and Posters 2020","ER Forum, Demo and Posters 2020 (ER Forum 2020),Vienna, Austria, November 3-6, 2020.","ER Forum, Demo and Posters 2020","Vienna, Austria, November 3-6, 2020",http://www.wikidata.org/entity/Q113582026,"ER Forum, Demo and Posters 2020",http://ceur-ws.org/Vol-2716/,ER Forum 2020,Austria,Vienna,2020/11/3 1:00,2020/11/6 1:00,"ER Forum, Demo and Posters 2020 co-located with 39th International Conference on Conceptual Modeling (ER 2020), Vienna, Austria, November 3-6, 2020.",2716,2020,https://dblp.org/db/conf/er/erf2020.html
2799,http://ceur-ws.org/Vol-2717/,2717,Twin Talks: Understanding and Facilitating Collaboration in Digital Humanities 2020,TwinTalks 2020,DHN 2020 and DH 2020,Proceedings of the Twin Talks 2 and 3 Workshops at DHN 2020 and DH 2020,Twin Talks: Understanding and Facilitating Collaboration in Digital Humanities 2020,TwinTalks 2020 Twin Talks: Understanding and Facilitating Collaboration in Digital Humanities 2020,"Proceedings of the Twin Talks 2 and 3 Workshops (TwinTalks 2020),Ottawa Canada and Riga Latvia, July 23 and October 20 2020.",Proceedings of the Twin Talks 2 and 3 Workshops,"Ottawa Canada and Riga Latvia, July 23 and October 20 2020",http://www.wikidata.org/entity/Q113582029,Twin Talks 2 and 3 Workshops,http://ceur-ws.org/Vol-2717/,TwinTalks 2020,Canada,Ottawa,2020/10/20 2:00,2020/10/20 2:00,"Proceedings of the Twin Talks 2 and 3 Workshops at DHN 2020 and DH 2020, Ottawa Canada and Riga Latvia, July 23 and October 20 2020.",2717,2020,https://dblp.org/db/conf/dhn/twintalks2020.html
2800,http://ceur-ws.org/Vol-2718/,2718,Information Technologies – Applications and Theory 2020,ITAT 2020,proceedings of conference,Proceedings of the 20th Conference Information Technologies - Applications and Theory (ITAT 2020),Information Technologies – Applications and Theory,ITAT 2020 Information Technologies – Applications and Theory,"Proceedings of the 20th Conference Information Technologies - Applications and Theory (ITAT 2020),Hotel Tyrapol, Oravská Lesná, Slovakia, September 18-22, 2020.",Proceedings of the 20th Conference Information Technologies - Applications and Theory (ITAT 2020),"Hotel Tyrapol, Oravská Lesná, Slovakia, September 18-22, 2020",,,,,,,,,"Proceedings of the 20th Conference Information Technologies - Applications and Theory (ITAT 2020), Hotel Tyrapol, Oravská Lesná, Slovakia, September 18-22, 2020.",2718,2020,https://dblp.org/db/conf/itat/itat2020.html
2801,http://ceur-ws.org/Vol-2719/,2719,VI Congreso de la Sociedad Española para las Ciencias del Videojuego 2020,CoSECiVi 2020,,Proceedings of the VI Congreso de la Sociedad Española para las Ciencias del Videojuego,VI Congreso de la Sociedad Española para las Ciencias del Videojuego 2020,CoSECiVi 2020 VI Congreso de la Sociedad Española para las Ciencias del Videojuego 2020,"Proceedings of the VI Congreso de la Sociedad Española para las Ciencias del Videojuego (CoSECiVi 2020)On-line, October 7-8, 2020.",Proceedings of the VI Congreso de la Sociedad Española para las Ciencias del Videojuego,"On-line, October 7-8, 2020",,,,,,,,,"Proceedings of the VI Congreso de la Sociedad Española para las Ciencias del Videojuego, On-line, October 7-8, 2020.",2719,2020,https://dblp.org/db/conf/cosecivi/cosecivi2020.html
2802,http://ceur-ws.org/Vol-2720/,2720,Semantic Web Challenge on Mining the Web of HTML-embedded Product Data 2020,MWPD 2020,ISWC 2020,Proceedings of the Semantic Web Challenge on Mining the Web of HTML-embedded Product Data co-located with the 19th International Semantic Web Conference (ISWC 2020),Semantic Web Challenge on Mining the Web of HTML-embedded Product Data,MWPD 2020 Semantic Web Challenge on Mining the Web of HTML-embedded Product Data,"Proceedings of the Semantic Web Challenge on Mining the Web of HTML-embedded Product Data (MWPD 2020),Athens, Greece, November 5, 2020.",Proceedings of the Semantic Web Challenge on Mining the Web of HTML-embedded Product Data,"Athens, Greece, November 5, 2020",http://www.wikidata.org/entity/Q113582035,Semantic Web Challenge on Mining the Web of HTML-embedded Product Data,http://ceur-ws.org/Vol-2720/,MWPD 2020,Greece,Athens,2020/11/5 1:00,2020/11/5 1:00,"Proceedings of the Semantic Web Challenge on Mining the Web of HTML-embedded Product Data co-located with the 19th International Semantic Web Conference (ISWC 2020), Athens, Greece, November 5, 2020.",2720,2020,https://dblp.org/db/conf/semweb/mwpd2020.html
2803,http://ceur-ws.org/Vol-2721/,2721,"ISWC 2020 Posters, Demos, and Industry Tracks",ISWC-Posters 2020,ISWC 2020,Proceedings of the ISWC 2020 Demos and Industry Tracks: From Novel Ideas to Industrial Practice co-located with 19th International Semantic Web Conference (ISWC 2020),"ISWC 2020 Posters, Demos, and Industry Tracks","ISWC-Posters 2020 ISWC 2020 Posters, Demos, and Industry Tracks","Proceedings of the ISWC 2020 Demos and Industry Tracks: From Novel Ideas to Industrial Practice (ISWC-Posters 2020),Globally online, November 1-6, 2020 (UTC).",Proceedings of the ISWC 2020 Demos and Industry Tracks: From Novel Ideas to Industrial Practice,"Globally online, November 1-6, 2020 (UTC)",,,,,,,,,"Proceedings of the ISWC 2020 Demos and Industry Tracks: From Novel Ideas to Industrial Practice co-located with 19th International Semantic Web Conference (ISWC 2020), Globally online, November 1-6, 2020 (UTC).",2721,2020,https://dblp.org/db/conf/semweb/demo2020.html
2804,http://ceur-ws.org/Vol-2722/,2722,Advances in Semantics and Linked Data 2020,ASLD 2020,ISWC 2020,"Joint Proceedings of Workshops AI4LEGAL2020, NLIWOD, PROFILES 2020, QuWeDa 2020 and SEMIFORM2020 Colocated with the 19th International Semantic Web Conference (ISWC 2020)",Advances in Semantics and Linked Data: Joint Workshop Proceedings from ISWC 2020,ASLD 2020 Advances in Semantics and Linked Data: Joint Workshop Proceedings from ISWC 2020,"Joint Proceedings of Workshops AI4LEGAL2020, NLIWOD, PROFILES 2020, QuWeDa 2020 and SEMIFORM2020 (ASLD 2020),Virtual Conference, November, 2020.","Joint Proceedings of Workshops AI4LEGAL2020, NLIWOD, PROFILES 2020, QuWeDa 2020 and SEMIFORM2020","Virtual Conference, November, 2020",,,,,,,,,"Joint Proceedings of Workshops AI4LEGAL2020, NLIWOD, PROFILES 2020, QuWeDa 2020 and SEMIFORM2020 Colocated with the 19th International Semantic Web Conference (ISWC 2020), Virtual Conference, November, 2020.",2722,2020,https://dblp.org/db/conf/semweb/asld2020.html
2805,http://ceur-ws.org/Vol-2723/,2723,Computational Humanities Research 2020,CHR 2020,CHR 2020,Proceedings of the Workshop on Computational Humanities Research (CHR 2020),Computational Humanities Research 2020,CHR 2020 Computational Humanities Research 2020,"Proceedings of the Workshop on Computational Humanities Research (CHR 2020),Amsterdam, the Netherlands, November 18-20, 2020.",Proceedings of the Workshop on Computational Humanities Research (CHR 2020),"Amsterdam, the Netherlands, November 18-20, 2020",http://www.wikidata.org/entity/Q113582050,Workshop on Computational Humanities Research (CHR 2020),http://ceur-ws.org/Vol-2723/,CHR 2020,Netherlands,Amsterdam,2020/11/18 1:00,2020/11/20 1:00,"Proceedings of the Workshop on Computational Humanities Research (CHR 2020), Amsterdam, The Netherlands, November 18-20, 2020.",2723,2020,https://dblp.org/db/conf/chr/chr2020.html
2806,http://ceur-ws.org/Vol-2724/,2724,Adapted intEraction with SociAl Robots 2020,cAESAR 2020,,Proceedings of the Workshop on Adapted intEraction with SociAl Robots,Adapted intEraction with SociAl Robots,cAESAR 2020 Adapted intEraction with SociAl Robots,"Proceedings of the Workshop on Adapted intEraction with SociAl Robots (cAESAR 2020),Cagliari, Italy, March 17, 2020.",Proceedings of the Workshop on Adapted intEraction with SociAl Robots,"Cagliari, Italy, March 17, 2020",http://www.wikidata.org/entity/Q113582051,Workshop on Adapted intEraction with SociAl Robots,http://ceur-ws.org/Vol-2724/,cAESAR 2020,Italy,Cagliari,2020/3/17 1:00,2020/3/17 1:00,"Proceedings of the Workshop on Adapted intEraction with SociAl Robots, cAESAR 2020, Cagliari, Italy, March 17, 2020.",2724,2020,https://dblp.org/db/conf/caesar/caesar2020.html
2807,http://ceur-ws.org/Vol-2725/,2725,"Software Measurement 2020, Software Process and Product Measurement 2020",IWSM-Mensura 2020,IWSM Mensura 2020,Joint Proceedings of the 30th International Workshop on Software Measurement and the 15th International Conference on Software Process and Product Measurement (IWSM Mensura 2020),International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement 2020,IWSM-Mensura 2020 International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement 2020,"Joint Proceedings of the 30th International Workshop on Software Measurement and the 15th International Conference on Software Process and Product Measurement (IWSM Mensura 2020),Mexico City, Mexico, October 29-30, 2020.",Joint Proceedings of the 30th International Workshop on Software Measurement and the 15th International Conference on Software Process and Product Measurement (IWSM Mensura 2020),"Mexico City, Mexico, October 29-30, 2020",,,,,,,,,"Joint Proceedings of the 30th International Workshop on Software Measurement and the 15th International Conference on Software Process and Product Measurement (IWSM Mensura 2020), Mexico City, Mexico, October 29-30, 2020.",2725,2020,https://dblp.org/db/conf/iwsm/iwsm2020.html
2808,http://ceur-ws.org/Vol-2726/,2726,Challenges and Experiences from Data Integration to Knowledge Graphs 2020,DI2KG 2020,VLDB 2020,Proceedings of the 2nd International Workshop on Challenges and Experiences from Data Integration to Knowledge Graphs co-located with 46th International Conference on Very Large Data Bases (VLDB 2020),Challenges and Experiences from Data Integration to Knowledge Graphs 2020,DI2KG 2020 Challenges and Experiences from Data Integration to Knowledge Graphs 2020,"Proceedings of the 2nd International Workshop on Challenges and Experiences from Data Integration to Knowledge Graphs (DI2KG 2020),Tokyo, Japan, August 31, 2020.",Proceedings of the 2nd International Workshop on Challenges and Experiences from Data Integration to Knowledge Graphs,"Tokyo, Japan, August 31, 2020",http://www.wikidata.org/entity/Q113582054,2nd International Workshop on Challenges and Experiences from Data Integration to Knowledge Graphs,http://ceur-ws.org/Vol-2726/,DI2KG 2020,Japan,Tokyo,2020/8/31 2:00,2020/8/31 2:00,"Proceedings of the 2nd International Workshop on Challenges and Experiences from Data Integration to Knowledge Graphs co-located with 46th International Conference on Very Large Data Bases, DI2KG@VLDB 2020, Tokyo, Japan, August 31, 2020.",2726,2020,https://dblp.org/db/conf/vldb/di2kg2020.html
2809,http://ceur-ws.org/Vol-2727/,2727,The 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020,SibDATA 2020,,Short Paper Proceedings of the 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020,The 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020,SibDATA 2020 The 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020,Short Paper Proceedings of the 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020.,Short Paper Proceedings of the 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020,"Krasnoyarsk, Russia, June 10, 2020",http://www.wikidata.org/entity/Q113582056,1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020,http://ceur-ws.org/Vol-2727/,SibDATA 2020,Russia,Krasnoyarsk,2020/6/10 2:00,2020/6/10 2:00,"Short Paper Proceedings of the 1st Siberian Scientific Workshop on Data Analysis Technologies with Applications 2020, Krasnoyarsk, Russia, June 10, 2020.",2727,2020,https://dblp.org/db/conf/sibdata/sibdata2020.html
2810,http://ceur-ws.org/Vol-2728/,2728,Ontology Research in Brazil 2020,ONTOBRAS 2020,,Proceedings of the XIII Seminar on Ontology Research in Brazil and IV Doctoral and Masters Consortium on Ontologies (ONTOBRAS 2020),Ontology Research in Brazil,ONTOBRAS 2020 Ontology Research in Brazil,"Proceedings of the XIII Seminar on Ontology Research in Brazil and IV Doctoral and Masters Consortium on Ontologies (ONTOBRAS 2020),Vitória, Brazil, November 23-26, 2020.",Proceedings of the XIII Seminar on Ontology Research in Brazil and IV Doctoral and Masters Consortium on Ontologies (ONTOBRAS 2020),"Vitória, Brazil, November 23-26, 2020",http://www.wikidata.org/entity/Q113582057,XIII Seminar on Ontology Research in Brazil and IV Doctoral and Masters Consortium on Ontologies (ONTOBRAS 2020),http://ceur-ws.org/Vol-2728/,ONTOBRAS 2020,Brazil,Vitoria,2020/11/23 1:00,2020/11/26 1:00,"Proceedings of the XIII Seminar on Ontology Research in Brazil and IV Doctoral and Masters Consortium on Ontologies (ONTOBRAS 2020), Vitória, Brazil, November 23-26, 2020.",2728,2020,https://dblp.org/db/conf/ontobras/ontobras2020.html
2811,http://ceur-ws.org/Vol-2729/,2729,What can FCA do for Artificial Intelligence 2020,FCA4AI 2020,ECAI 2020,"Proceedings of the 8th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2020) co-located with 24th European Conference on Artificial Intelligence (ECAI 2020)",What can FCA do for Artificial Intelligence?,FCA4AI 2020 What can FCA do for Artificial Intelligence?,"Proceedings of the 8th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2020),Santiago de Compostela, Spain, August 29, 2020.","Proceedings of the 8th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2020)","Santiago de Compostela, Spain, August 29, 2020",http://www.wikidata.org/entity/Q113582058,"8th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2020)",http://ceur-ws.org/Vol-2729/,FCA4AI 2020,Spain,Santiago de Compostela,2020/8/29 2:00,2020/8/29 2:00,"Proceedings of the 8th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2020) co-located with 24th European Conference on Artificial Intelligence (ECAI 2020), Santiago de Compostela, Spain, August 29, 2020.",2729,2020,https://dblp.org/db/conf/ecai/fca4ai2020.html
2812,http://ceur-ws.org/Vol-2730/,2730,Psychology-Based Technologies 2020,PSYCHOBIT 2020,PSYCHOBIT 2020,Proceedings of the Second Symposium on Psychology-Based Technologies,Psychology-Based Technologies 2020,PSYCHOBIT 2020 Psychology-Based Technologies 2020,"Proceedings of the Second Symposium on Psychology-Based Technologies (PSYCHOBIT 2020),Naples, Italy, September 28-29, 2020.",Proceedings of the Second Symposium on Psychology-Based Technologies,"Naples, Italy, September 28-29, 2020",http://www.wikidata.org/entity/Q113582059,Second Symposium on Psychology-Based Technologies,http://ceur-ws.org/Vol-2730/,PSYCHOBIT 2020,Italy,Naples,2020/9/28 2:00,2020/9/29 2:00,"Proceedings of the Second Symposium on Psychology-Based Technologies, Naples, Italy, September 28-29, 2020.",2730,2020,https://dblp.org/db/conf/psychobit/psychobit2020.html
2813,http://ceur-ws.org/Vol-2731/,2731,Augmented Reality in Education 2020,AREdu 2020,,Proceedings of the 3rd International Workshop on Augmented Reality in Education,Augmented Reality in Education 2020,AREdu 2020 Augmented Reality in Education 2020,"Proceedings of the 3rd International Workshop on Augmented Reality in Education (AREdu 2020)Kryvyi Rih, Ukraine, May 13, 2020.",Proceedings of the 3rd International Workshop on Augmented Reality in Education,"Kryvyi Rih, Ukraine, May 13, 2020",http://www.wikidata.org/entity/Q113582060,3rd International Workshop on Augmented Reality in Education,http://ceur-ws.org/Vol-2731/,AREdu 2020,Ukraine,Kryvyi Rih,2020/5/13 2:00,2020/5/13 2:00,"Proceedings of the 3rd International Workshop on Augmented Reality in Education, Kryvyi Rih, Ukraine, May 13, 2020.",2731,2020,https://dblp.org/db/conf/aredu/aredu2020.html
2814,http://ceur-ws.org/Vol-2732/,2732,"ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer 2020",ICTERI 2020,ICTERI 2020,"Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume II: Workshops","ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer","ICTERI 2020 ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer","Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume II: Workshops (ICTERI 2020) Kharkiv, Ukraine, October 06-10, 2020.","Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume II: Workshops","Kharkiv, Ukraine, October 06-10, 2020",,,,,,,,,"Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume II: Workshops, Kharkiv, Ukraine, October 06-10, 2020.",2732,2020,https://dblp.org/db/conf/icteri/icteri2020w.html
2815,http://ceur-ws.org/Vol-2733/,2733,International Symposium on Computers in Education 2020,SIIE 2020,SIIE 2020,Proceedings of the 22th International Symposium on Computers in Education,International Symposium on Computers in Education 2020,SIIE 2020 International Symposium on Computers in Education 2020,"Proceedings of the 22th International Symposium on Computers in Education (SIIE 2020),On-line, November 9-13, 2020.",Proceedings of the 22th International Symposium on Computers in Education,"On-line, November 9-13, 2020",,,,,,,,,"Proceedings of the 22th International Symposium on Computers in Education, On-line, November 9-13, 2020.",2733,2020,https://dblp.org/db/conf/siie/siie2020.html
2816,http://ceur-ws.org/Vol-2734/,2734,4th Educational Data Mining in Computer Science Education (CSEDM) Workshop,CSEDM 2020,EDM 2020,Proceedings of 4th Educational Data Mining in Computer Science Education (CSEDM) Workshop co-located with the 13th Educational Data Mining Conference (EDM 2020),4th Educational Data Mining in Computer Science Education (CSEDM) Workshop,CSEDM 2020 4th Educational Data Mining in Computer Science Education (CSEDM) Workshop,"Proceedings of 4th Educational Data Mining in Computer Science Education (CSEDM) Workshop (CSEDM 2020),Virtual Event, July 10, 2020.",Proceedings of 4th Educational Data Mining in Computer Science Education (CSEDM) Workshop,"Virtual Event, July 10, 2020",,,,,,,,,"Proceedings of 4th Educational Data Mining in Computer Science Education (CSEDM) Workshop co-located with the 13th Educational Data Mining Conference (EDM 2020), Virtual Event, July 10, 2020.",2734,2020,https://dblp.org/db/conf/edm/csedm2020.html
2817,http://ceur-ws.org/Vol-2735/,2735,Natural Language for Artificial Intelligence 2020,NL4AI 2020,the 19th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2020),Proceedings of the 4th Workshop on Natural Language for Artificial Intelligence (NL4AI 2020) co-located with the 19th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2020),Natural Language for Artificial Intelligence,NL4AI 2020 Natural Language for Artificial Intelligence,"Proceedings of the 4th Workshop on Natural Language for Artificial Intelligence (NL4AI 2020), co-located with the 19th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2020), Anywhere, November 25-27, 2020.",Proceedings of the 4th Workshop on Natural Language for Artificial Intelligence (NL4AI 2020),"Anywhere, November 25th-27th, 2020",,,,,,,,,"Proceedings of the 4th Workshop on Natural Language for Artificial Intelligence (NL4AI 2020) co-located with the 19th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2020), Anywhere, November 25th-27th, 2020.",2735,2020,https://dblp.org/db/conf/aiia/nl4ai2020.html
2818,http://ceur-ws.org/Vol-2736/,2736,"Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation 2020",CSW 2020,NeurIPS 2020,"Proceedings of the Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation co-located with 34th Conference on Neural Information Processing Systems (NeurIPS 2020)","Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation","CSW 2020 Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation","Proceedings of the Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation co-located with 34th Conference on Neural Information Processing Systems (NeurIPS 2020) Vancouver, BC, Canada (Online), December 11, 2020.","Proceedings of the Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation","Vancouver, BC, Canada (Online), December 11, 2020",,,,,,,,,"Proceedings of the Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation co-located with 34th Conference on Neural Information Processing Systems, CSW@NeurIPS 2020, Vancouver, BC, Canada / Online Event, December 11, 2020.",2736,2020,https://dblp.org/db/conf/nips/csw2020.html
2819,http://ceur-ws.org/Vol-2737/,2737,Conference on Technology Ethics 2020,Tethics2020,proceedings of conference,Proceedings of the Conference on Technology Ethics,Conference on Technology Ethics,Tethics2020 Conference on Technology Ethics,"Proceedings of the Conference on Technology Ethics (Tethics2020),Turku, Finland, October, 21, 2020.",Proceedings of the Conference on Technology Ethics,"Turku, Finland, October, 21, 2020",,,,,,,,,"Proceedings of the Conference on Technology Ethics, Tethics 2020, Turku, Finland, October, 21, 2020.",2737,2020,https://dblp.org/db/conf/tethics/tethics2020.html
